Linjenr,Løpenummer,Navn,Type,Hovedeier,Org_nr__hovedeier,Fylke,Fylkesnr_,Kommune,Kommunenr_,Dato_for_første_utnyttelse_av_fallet,Dato_for_eldste_kraftproduserende_del,Maks_ytelse_.MW.,Midl__årsproduksjon_.ref__1981.2010._.GWh.,Brutto_fallhøyde_.m.,Maksimal_slukeevne_.m3.s.,Energiekvivalent_.kWh.m3.,Elspotområde,Reginenr,Vannregion,Year_start,PZ
1430,39,Brattingfoss,Pumpekraftverk,NTE_ENERGI_AS,988340715,Trøndelag,50,Steinkjer,6,05.12.1955,05.12.1955,10.7,31.112,118.3,12,0.248,3,129.B0,129,1955,6
1524,298,Nedre_Røssåga,Kraftverk,STATKRAFT_ENERGI_AS,987059729,Nordland,18,Hemnes,32,24.03.1955,24.03.1955,350,2001,244.4,165,0.589,4,155.B1,155,1955,8
1576,304,Neverdalsåga,Kraftverk,STATKRAFT_ENERGI_AS,987059729,Nordland,18,Meløy,37,01.01.1955,01.01.1955,2.1,12.3177,213,1.39,0.416,4,160.3A,160,1955,8
101,270,Midtre_Tessa,Kraftverk,EIDEFOSS_VANNKRAFT_AS,923354220,Innlandet,34,Vågå,35,12.02.1954,12.02.1954,7,18.2971,159.5,5.44,0.356,3,002.DHB2A0,2,1954,1
187,18,Begna,Kraftverk,GLITRE_ENERGI_PRODUKSJON_AS,979487223,Viken,30,Ringerike,7,01.08.1954,01.08.1954,5.6,37.1201,8,81.87,0.018,1,012.F23,12,1954,1
316,273,Moflåt,Kraftverk,HYDRO_ENERGI_AS,930187240,Vestfold_og_Telemark,38,Tinn,18,01.01.1954,01.01.1954,30,140.489,47.5,78,0.107,2,016.H4,16,1954,1
352,484,Vafos,Kraftverk,SKAGERAK_KRAFT_AS,979563531,Vestfold_og_Telemark,38,Kragerø,14,01.01.1954,01.01.2008,4.89,28.296,13.19,40,0.032,2,017.A0,17,1954,1
378,371,Osen,Kraftverk,SKAFSÅ_KRAFTVERK_ANS,840044262,Vestfold_og_Telemark,38,Kviteseid,21,07.11.1954,07.11.1954,16.5,67.5103,92.3,21.31,0.215,2,019.G,19,1954,1
707,280,Hattebergsdalen,Kraftverk,KVINNHERAD_ENERGI_AS,966309202,Vestland,46,Kvinnherad,17,01.01.1954,01.01.1954,4.96,24.528,155.5,3.63,0.38,2,045.4B,45,1954,3
729,69,Eidesfossen,Kraftverk,HARDANGER_ENERGI_AS,983502601,Vestland,46,Ullensvang,18,01.01.1954,01.01.1954,3.8,19.8,70,6.8,0.155,5,047.2B0,47,1954,3
820,5,Ardalen,Kraftverk,SMÅKRAFT_AS,984616155,Vestland,46,Vaksdal,28,01.01.1954,01.01.1954,2.5,14.0489,120,2.29,0.289,5,061.4B0,61,1954,4
824,96,Fosse,Kraftverk,EVINY_FORNYBAR_AS,876944642,Vestland,46,Vaksdal,28,22.11.1954,22.11.1954,25,165.053,96.5,30,0.231,5,061.B2,61,1954,4
1018,296,Nedre_Markevatn,Kraftverk,SFE_PRODUKSJON_AS,984882106,Vestland,46,Askvoll,45,01.01.1954,01.01.1954,2.8,9.3647,42,8.35,0.093,3,084.5A,84,1954,4
1046,398,Stakaldefoss,Kraftverk,EVINY_FORNYBAR_AS,876944642,Vestland,46,Sunnfjord,47,01.07.1954,01.07.1954,10,33.4,43.79,31.2,0.089,3,084.D,84,1954,4
1184,109,Gjerdsvika,Kraftverk,TUSSA_ENERGI_AS,876795442,Møre_og_Romsdal,15,Sande,14,01.01.1954,01.01.1954,4,10.1611,196,2.3,0.487,3,096.4Z,96,1954,5
1637,179,Håkvik,Kraftverk,NORDKRAFT_MAGASIN_AS,928657213,Nordland,18,Narvik,6,31.08.1954,31.08.1954,12,41.367,216.6,6.4,0.521,4,174.2Z,174,1954,9
1643,305,Niingen,Kraftverk,NORDKRAFT_MAGASIN_2_AS,912432181,Nordland,18,Evenes,53,05.08.1954,05.08.1954,17,69.564,501.7,4.08,1.157,4,175.2B,175,1954,9
62,302,Nedre_Vinstra,Kraftverk,HAFSLUND_ECO_VANNKRAFT_AS,976894677,Innlandet,34,Nord-Fron,36,05.11.1953,05.11.1953,308,1263.56,443.2,80.02,1.069,1,002.DF831,2,1953,1
221,159,Hellefoss,Kraftverk,HELLEFOSS_KRAFT_AS,912756734,Viken,30,Øvre_Eiker,48,01.01.1953,01.01.1953,11,81.22,5.3,240,0.0127,1,012.B22,12,1953,1
310,387,Skotfoss,Kraftverk,SKIEN_KRAFTPRODUKSJON_AS,985316406,Vestfold_og_Telemark,38,Skien,7,01.11.1953,01.11.1953,24,157.3,10,280,0.023,2,016.B2,16,1953,1
392,370,Åmdal,Kraftverk,SKAFSÅ_KRAFTVERK_ANS,840044262,Vestfold_og_Telemark,38,Tokke,24,04.02.1953,04.02.1953,21,101.8965,252,9.6,0.593,2,019.B41,19,1953,1
538,1899,Lysebotn_2,Kraftverk,LYSE_KRAFT_DA,925749419,Rogaland,11,Sandnes,8,08.01.1953,18.04.2018,370,1500,670.5,60,1.713,2,031.AZ,31,1953,2
829,150,Hodnaberg,Kraftverk,VOSS_ENERGI_PRODUKSJON_AS,984665776,Vestland,46,Voss,21,19.12.1953,19.12.1953,32.5,112.3411,300,13.01,0.694,5,061.D,61,1953,4
1084,511,Øksenelvane,Kraftverk,SFE_PRODUKSJON_AS,984882106,Vestland,46,Bremanger,48,01.12.1953,02.08.1955,28,162.01,375,8.39,0.926,3,086.7Z,86,1953,4
1591,318,Oldereid,Kraftverk,SKS_PRODUKSJON_AS,915637353,Nordland,18,Bodø,4,01.11.1953,01.11.1953,15,76.6596,319,5.35,0.779,4,162.7Z,162,1953,8
1615,335,Rekvatn,Kraftverk,NORD-SALTEN_KRAFT_AS,995114666,Nordland,18,Hamarøy,75,19.12.1953,19.12.1953,23.3,86.4294,207.5,13.31,0.43,4,170.C4,170,1953,9
1668,382,Skoddeberg,Kraftverk,NORDKRAFT_MAGASIN_2_AS,912432181,Troms_og_Finnmark_Romsa_ja_Finnmárku,54,Tjeldsund,12,28.10.1953,28.10.1953,6.78,26.988,70,10.6,0.178,4,189.C4,189,1953,10
1685,16,Bardufoss,Kraftverk,STATKRAFT_ENERGI_AS,987059729,Troms_og_Finnmark_Romsa_ja_Finnmárku,54,Målselv,18,01.10.1953,01.10.1953,41.5,221.3252,52.79,79.69,0.122,4,196.AA3,196,1953,10
1721,1206,Cabardasjohka,Kraftverk,YMBER_PRODUKSJON_AS,914678412,Troms_og_Finnmark_Romsa_ja_Finnmárku,54,Guovdageaidnu-Kautokeino,30,01.01.1953,22.10.2003,0.7,3.5,5.5,14,NA,4,212.GA4,212,1953,12
1728,339,Repvåg,Kraftverk,REPVÅG_KRAFTLAG_SA,948755742,Troms_og_Finnmark_Romsa_ja_Finnmárku,54,Nordkapp,35,21.02.1953,21.02.1953,4.4,24.6161,172,2.8,0.437,4,222.2Z,222,1953,12
80,218,Kuråsfoss,Kraftverk,REN_RØROS_STRØM_AS,919884428,Trøndelag,50,Røros,25,06.04.1952,06.04.1952,10.6,55.9969,48,27.5,0.107,1,002.R62,2,1952,1
857,979,Bjørsvik,Kraftverk,NORWEGIAN_PRESERVING_KRAFTVERK_AS,923233539,Vestland,46,Alver,31,01.01.1952,01.01.1952,0.495,1.5,NA,NA,NA,5,64.6,64,1952,4
1205,81,Fausa_II,Kraftverk,STRANDA_ENERGI_AS,979951140,Møre_og_Romsdal,15,Stranda,25,01.01.1952,01.01.1952,7,44.1018,330,2.5,0.678,3,098.2A,98,1952,5
1218,431,Tafjord_2,Kraftverk,TAFJORD_KRAFTPRODUKSJON_AS,977461898,Møre_og_Romsdal,15,Fjord,78,31.01.1952,31.01.1952,29.5,150.5448,390,9.3,0.911,3,099.C,99,1952,5
1470,502,Vik,Kraftverk,TRØNDERENERGI_KRAFT_AS,878631072,Trøndelag,50,Åfjord,58,25.10.1952,25.10.1952,1.2,7.4053,87,1.7,0.195,3,137.1B,137,1952,6
1646,253,Lovik,Kraftverk,ANDØY_ENERGI_AS,971048611,Nordland,18,Andøy,71,01.01.1952,01.01.1952,1.2,4.5164,92,1.79,0.185,4,178.74A4,178,1952,9
1649,60,Djupfjord_I,Kraftverk,VESTERÅLSKRAFT_PRODUKSJON_AS,977044863,Nordland,18,Sortland_%u2013_Suortá,70,01.01.1952,01.01.1952,5.1,23.529,146,4,0.354,4,178.44A,178,1952,9
1653,452,Trollfjord_I,Kraftverk,TROLLFJORD_KRAFT_AS,917983585,Nordland,18,Hadsel,66,01.01.1952,01.12.2002,3.2,13.4,178,2.1,0.423,4,179.2121Z,179,1952,9
1700,344,Rottenvik,Kraftverk,TROMS_KRAFT_PRODUKSJON_AS,979152116,Troms_og_Finnmark_Romsa_ja_Finnmárku,54,Lyngen,24,01.01.1952,22.03.2010,5.49,19.722,448.84,1.5,1.017,4,204.3A2,204,1952,11
1716,229,Kåven,Kraftverk,ALTA_KRAFTLAG_SA,971029390,Troms_og_Finnmark_Romsa_ja_Finnmárku,54,Alta,3,01.01.1952,01.01.1952,4.5,17.8143,115,4.48,0.236,4,211.7A,211,1952,12
1739,104,Gandvik,Kraftverk,PASVIK_KRAFT_AS,982795745,Troms_og_Finnmark_Romsa_ja_Finnmárku,54,Unjárga-Nesseby,42,10.12.1952,10.12.1952,4.8,21.5931,184,3.4,0.391,4,242.4Z,242,1952,13
163,192,Kaggefoss,Kraftverk,GLITRE_ENERGI_PRODUKSJON_AS,979487223,Viken,30,Modum,47,01.01.1951,01.01.1951,85.5,586.8782,70,143,0.165,1,012.CA4,12,1951,1
179,524,Åbjøra,Kraftverk,SKAGERAK_KRAFT_AS,979563531,Innlandet,34,Nord-Aurdal,51,02.12.1951,02.12.1951,95,473.605,442,24,1.1,1,012.J81,12,1951,1
353,1682,Verket,Kraftverk,AS_EGELANDS_VERK,911281732,Agder,42,Gjerstad,11,01.01.1951,01.01.1951,0.425,1,52,0.95,0.128,2,018.3B1A,18,1951,1
381,65,Dynjanfoss,Kraftverk,AGDER_ENERGI_VANNKRAFT_AS,882973972,Vestfold_og_Telemark,38,Nissedal,22,31.10.1951,31.10.1951,33,173.1927,80.19,47.99,0.191,2,019.DA3,19,1951,1
814,327,Osvatn,Kraftverk,SMÅKRAFT_AS,984616155,Vestland,46,Osterøy,30,01.01.1951,01.01.1951,2.3,12.264,205,1.35,0.473,5,060.6B0,60,1951,4
1154,425,Sørbrandal,Kraftverk,TUSSA_ENERGI_AS,876795442,Møre_og_Romsdal,15,Vanylven,11,01.01.1951,01.01.1951,9.5,41.76,369,2.3,0.882,3,093.1Z,93,1951,5
1662,216,Krokvatn,Kraftverk,LOFOTKRAFT_PRODUKSJON_AS,987081414,Nordland,18,Moskenes,74,01.01.1951,01.01.1951,2,10.0594,344,0.8,0.694,4,181.4Z,181,1951,9
27,1175,Follebu_bruk,Kraftverk,FOLLEBU_BRUK_AS,811747912,Innlandet,34,Gausdal,41,01.01.1950,01.01.1950,0.4,1.2,NA,NA,NA,1,002.DDA0,2,1950,1
659,129,Hardeland_H,Kraftverk,SUNNHORDLAND_KRAFTLAG_AS,916435711,Vestland,46,Etne,11,26.11.1950,26.11.1950,24,89.4214,418.6,7.5,0.889,2,041.AC30,41,1950,3
795,388,Skulafossen,Kraftverk,KVAM_KRAFTVERK_AS,979599684,Vestland,46,Kvam,22,01.01.1950,01.01.1950,4.5,22.3553,175,3.6,0.379,5,053.2Z,53,1950,3
1535,182,Ildgrubfossen,Kraftverk,HELGELAND_KRAFT_VANNKRAFT_AS,917424896,Nordland,18,Rana,33,01.07.1950,01.07.1950,6.5,31.713,220,3,0.493,4,156.AB2,156,1950,8
1588,368,Sjøfossen,Kraftverk,SKS_PRODUKSJON_AS,915637353,Nordland,18,Gildeskål,38,01.01.1950,21.08.2020,6.5,23.2,55,14,0.129,4,161.1Z,161,1950,8
1709,364,Sikkajokk,Kraftverk,YMBER_PRODUKSJON_AS,914678412,Troms_og_Finnmark_Romsa_ja_Finnmárku,54,Nordreisa,28,11.09.1950,23.12.2010,1.9,8.3322,327,0.8,0.66,4,206.52Z,206,1950,11
1726,1099,Breivikbotn,Kraftverk,HAMMERFEST_ENERGI_AS,986950281,Troms_og_Finnmark_Romsa_ja_Finnmárku,54,Hasvik,33,01.01.1950,01.01.1950,0.635,4.012,69.9,1.4,0.126,4,216.5A,216,1950,12
78,467,Tyria_I,Kraftverk,HAFSLUND_ECO_VANNKRAFT_AS,976894677,Innlandet,34,Ringsaker,11,01.01.1949,01.01.1949,3.3,15.8785,176,2.4,0.381,1,002.DD5B0,2,1949,1
144,155,Hol_I_(Votna),Kraftverk,HAFSLUND_ECO_VANNKRAFT_AS,976894677,Viken,30,Hol,44,01.02.1949,01.02.1949,114,379.7952,404.3,31.2,1.015,5,012.CFB0,12,1949,1
425,186,Iveland,Kraftverk,AGDER_ENERGI_VANNKRAFT_AS,882973972,Agder,42,Iveland,18,01.01.1949,01.01.1949,87,501.2,50.5,216,0.112,2,021.B1,21,1949,1
476,135,Haukland,Kraftverk,DALANE_KRAFT_AS,982388406,Rogaland,11,Lund,12,06.08.1949,06.08.1949,4.9,19.8,252.5,2.2,0.619,2,026.BA12,26,1949,1
1249,495,Nye_Verma,Kraftverk,RAUMA_ENERGI_PRODUKSJON_AS,970974253,Møre_og_Romsdal,15,Rauma,39,14.11.1949,16.05.2019,22.5,119.2,424.4,6,1.042,3,103.AA1,103,1949,5
1461,1192,Nunelva,Kraftverk,TRØNDERENERGI_KRAFT_AS,878631072,Trøndelag,50,Åfjord,58,01.01.1949,14.05.1992,0.315,1.15,139.1,0.29,0.302,3,136.1Z,136,1949,6
1485,243,Liafoss,Kraftverk,ALBERT_COLLETT,911074184,Trøndelag,50,Nærøysund,60,01.01.1949,01.01.1949,2.9,24.7096,45.59,8.8,0.101,3,141.B,141,1949,7
1501,233,Langfjord,Kraftverk,HELGELAND_KRAFT_VANNKRAFT_AS,917424896,Nordland,18,Brønnøy,13,19.11.1949,22.12.2005,9,38.874,255,4,0.625,4,148.31Z,148,1949,8
1645,107,Gausvik_III,Kraftverk,NORDKRAFT_MAGASIN_2_AS,912432181,Troms_og_Finnmark_Romsa_ja_Finnmárku,54,Harstad_-_Hárstták,2,03.02.1949,03.02.1949,0.95,5.6241,32,4.98,0.067,4,177.5A5,177,1949,9
277,1,Aall-Ulefoss,Kraftverk,RINGERIKSKRAFT_PRODUKSJON_AS,987293586,Vestfold_og_Telemark,38,Nome,16,01.01.1948,01.01.1948,5.7,44.016,10.6,66,0.025,2,016.BA11,16,1948,1
318,288,Mår,Kraftverk,STATKRAFT_ENERGI_AS,987059729,Vestfold_og_Telemark,38,Tinn,18,26.11.1948,26.11.1948,180,736.8313,823,27.5,1.818,2,016.H31,16,1948,1
459,177,Høylandsfoss,Kraftverk,AGDER_ENERGI_VANNKRAFT_AS,882973972,Agder,42,Kvinesdal,27,01.01.1948,01.01.1948,7.5,35.2738,54.5,16.79,0.123,2,025.3A2,25,1948,1
804,120,Grønsdal,Kraftverk,EVINY_FORNYBAR_AS,876944642,Vestland,46,Samnanger,23,12.12.1948,12.12.1948,36,154.5392,165,22,0.455,5,055.C1,55,1948,3
1291,334,Reinset,Kraftverk,NEAS_AS,960684737,Møre_og_Romsdal,15,Sunndal,63,25.02.1948,25.02.1948,4.9,16.6559,263.6,2.5,0.544,3,111.5B4,111,1948,6
1658,1091,Sætra,Kraftverk,LOFOTKRAFT_PRODUKSJON_AS,987081414,Nordland,18,Vågan,65,01.01.1948,01.01.1948,0.7,2.3,NA,NA,NA,4,179.41C2,179,1948,9
1672,852,Storelva,Kraftverk,NORDKRAFT_MAGASIN_2_AS,912432181,Troms_og_Finnmark_Romsa_ja_Finnmárku,54,Ibestad,13,27.09.1948,27.09.1948,0.47,2.625,306,0.2,NA,4,192.2,192,1948,10
1268,119,Grønnedal,Kraftverk,ISTAD_KRAFT_AS,923253920,Møre_og_Romsdal,15,Molde,6,01.01.1947,01.01.1947,1.76,6.66,60,3.2,0.153,3,105.4A6,105,1947,5
1727,127,Hammerfest,Kraftverk,HAMMERFEST_ENERGI_AS,986950281,Troms_og_Finnmark_Romsa_ja_Finnmárku,54,Hammerfest,6,01.01.1947,01.01.1947,1.1,6.046,88,1.79,0.17,4,217.4A,217,1947,12
186,7,Askerudfoss,Kraftverk,VIUL_KRAFT_AS,961113539,Viken,30,Ringerike,7,01.07.1946,01.07.1946,13.2,58.0463,20.6,76.38,0.048,1,012.EA6,12,1946,1
190,143,Hensfoss,Kraftverk,GLITRE_ENERGI_PRODUKSJON_AS,979487223,Viken,30,Ringerike,7,01.01.1946,01.01.1946,16.7,106.5234,24,87.52,0.052,1,012.F24,12,1946,1
250,311,Nore_II,Kraftverk,STATKRAFT_ENERGI_AS,987059729,Viken,30,Nore_og_Uvdal,52,12.11.1946,12.11.1946,52,203.688,100,68.12,0.212,1,015.H6,15,1946,1
765,771,Tveitafoss,Kraftverk,HARDANGER_ENERGI_AS,983502601,Vestland,46,Eidfjord,19,01.01.1946,01.01.1946,1.7,7.1783,62,2.7,0.175,5,050.B,50,1946,3
836,917,Kleivafoss,Kraftverk,MJØLFJELL_UNGDOMSHERBERGE_AS,989041606,Vestland,46,Voss,21,01.01.1946,01.01.1946,0.2,1,23,NA,NA,5,062.FC2,62,1946,4
1473,293,Nedre_Fiskumfoss,Kraftverk,NTE_ENERGI_AS,988340715,Trøndelag,50,Grong,45,03.11.1946,03.11.1946,41.5,301.918,34.5,140.6,0.082,3,139.C2,139,1946,7
1738,210,Kongsfjord_I,Kraftverk,PASVIK_KRAFT_AS,982795745,Troms_og_Finnmark_Romsa_ja_Finnmárku,54,Berlevåg,40,22.12.1946,22.12.1946,4.4,19.2604,70.5,7.28,0.167,4,236.AA4Z,236,1946,13
346,877,Helle_Bruk,Kraftverk,HELLE_BRUK_AS,913403010,Vestfold_og_Telemark,38,Kragerø,14,01.01.1945,01.01.1945,0.6,1.5,NA,NA,NA,2,017.22A,17,1945,1
872,160,Hommelfoss,Kraftverk,EVINY_FORNYBAR_AS,876944642,Vestland,46,Masfjorden,34,01.01.1944,26.02.1986,2.8,14.0489,186.5,1.79,0.435,5,067.3A0,67,1944,4
908,204,Kjosfoss,Kraftverk,BANE_NOR_SF,917082308,Vestland,46,Aurland,41,01.01.1944,01.01.1944,3.6,25.0766,95,4.6,0.217,5,072.2B,72,1944,4
1270,897,Langli,Kraftverk,ISTAD_KRAFT_AS,923253920,Møre_og_Romsdal,15,Molde,6,01.01.1944,01.01.1944,1.2,4.5,42,3.2,0.104,3,105.3C,105,1944,5
954,805,Årøy_I,Kraftverk,SOGNEKRAFT_AS,916069634,Vestland,46,Sogndal,40,20.12.1943,20.12.1943,4,0,130,5,NA,5,077.A2,77,1943,4
1455,437,Teksdal,Kraftverk,FOSENKRAFT_ENERGI_AS,883152212,Trøndelag,50,Ørland,57,01.03.1943,01.03.1943,2.5,13.6949,42,8.36,0.082,3,134.A,134,1943,6
6,513,Ørje,Kraftverk,ØSTFOLD_ENERGI_AS,879904412,Viken,30,Marker,13,01.01.1942,01.01.1942,1.75,9.7464,9.5,20,0.024,1,1E+32,1,1942,1
47,1007,Lesjaverk,Kraftverk,NA,NA,Innlandet,34,Lesja,32,23.12.1942,23.12.1942,0,0,NA,NA,NA,3,002.DL,2,1942,1
55,970,Mobæk_Mølle,Kraftverk,OLE-KRISTIAN_MOBÆK,994185551,Viken,30,Nes,34,01.01.1942,01.01.1942,0.025,0.075,NA,NA,NA,1,002.E2AA,2,1942,1
102,300,Nedre_Tessa_1,Kraftverk,EIDEFOSS_VANNKRAFT_AS,923354220,Innlandet,34,Vågå,35,11.08.1942,20.04.2021,9.4,55,151,7.5,0.326,3,002.DHB2A0,2,1942,1
154,201,Kistefoss_I,Kraftverk,AS_RANDSFJORD_TREMASSE-_&_PAPIRFABRIKK,915297331,Viken,30,Jevnaker,53,01.01.1942,01.01.1942,1.3999,3.4701,9,20.46,0.018,1,012.EA6,12,1942,1
1316,487,Valsøyfjord,Kraftverk,SVORKA_ENERGI_AS,919763159,Trøndelag,50,Heim,55,01.01.1942,01.01.1942,4.277,19.2096,187,3,0.396,3,113.512Z,113,1942,6
1652,490,Vangpollen,Kraftverk,VESTERÅLSKRAFT_PRODUKSJON_AS,977044863,Nordland,18,Sortland_%u2013_Suortá,70,01.01.1942,01.01.1942,3.5,15.1918,313,1.4,0.694,4,178.46Z,178,1942,9
29,331,Raua,Kraftverk,HAFSLUND_ECO_VANNKRAFT_AS,976894677,Innlandet,34,Gausdal,41,01.07.1941,01.07.1941,1.1,5.1525,391.7,0.4,0.763,1,002.DDAAA,2,1941,1
809,976,Tyssefossen,Kraftverk,EVINY_FORNYBAR_AS,876944642,Vestland,46,Samnanger,23,01.07.1941,01.07.1941,2.8,22.9,21,18,0.043,5,055.A0,55,1941,3
982,521,Øvre_Svultingen,Kraftverk,EVINY_FORNYBAR_AS,876944642,Vestland,46,Høyanger,38,01.07.1941,01.07.1941,6.45,26.7,103,6.4,0.272,3,080.4D,80,1941,4
1677,256,Lysbotn,Kraftverk,TROMS_KRAFT_PRODUKSJON_AS,979152116,Troms_og_Finnmark_Romsa_ja_Finnmárku,54,Senja,21,01.01.1941,01.01.1941,5.35,29.8944,106,5.5,0.215,4,194.3D3,194,1941,10
1382,415,Svean,Kraftverk,STATKRAFT_ENERGI_AS,987059729,Trøndelag,50,Trondheim,1,01.01.1940,01.01.1940,27,109.9968,56,75,0.1,3,123.A81,123,1940,6
354,1681,Stifoss,Kraftverk,AS_EGELANDS_VERK,911281732,Agder,42,Risør,1,01.01.1939,01.01.1939,0.75,3.47,15,6.5,0.032,2,018.3A22,18,1939,1
511,118,Grødemfoss,Kraftverk,DALANE_KRAFT_AS,982388406,Rogaland,11,Eigersund,1,03.10.1939,03.10.1939,3.08,16.3847,62,6.5,0.141,2,027.1B,27,1939,1
690,486,Valen,Kraftverk,VALEN_KRAFTVERK_AS,985383820,Vestland,46,Kvinnherad,17,01.01.1939,05.08.2008,3.8,20.1334,300,0.69,0.634,2,042.92Z,42,1939,3
810,981,Hopsfossen,Kraftverk,HOPSFOSSEN_AS,915242715,Vestland,46,Bergen,1,01.01.1939,01.01.1939,0.22,0.4,11.2,NA,NA,5,056.3A,56,1939,3
1230,939,Langevåg,Kraftverk,O_A_DEVOLDS_SØNNER_AS,911179180,Møre_og_Romsdal,15,Sula,31,01.01.1939,01.01.1939,0.125,0.2,NA,NA,NA,3,101.41,101,1939,5
1292,478,Ulvund,Kraftverk,NEAS_AS,960684737,Møre_og_Romsdal,15,Sunndal,63,01.11.1939,01.11.1939,19.5,69.4526,85,30,0.181,3,111.5A1,111,1939,6
1338,1026,Vorma,Kraftverk,ORKLAND_ENERGI_PRODUKSJON_AS,917019258,Trøndelag,50,Orkland,59,30.04.1939,30.04.1939,1.59,8.2,82,2.4,0.184,3,121.A3A,121,1939,6
153,19,Bergerfoss,Kraftverk,AS_RANDSFJORD_TREMASSE-_&_PAPIRFABRIKK,915297331,Viken,30,Jevnaker,53,01.01.1938,01.01.1938,3.3,15.2476,5.4,70.51,0.013,1,012.EA8,12,1938,1
162,133,Haugfoss,Kraftverk,MODUM_KRAFTPRODUKSJON_KF,971030674,Viken,30,Modum,47,06.06.1938,06.06.1938,3.6,16.5095,37,12,0.083,1,012.BA2,12,1938,1
1021,518,Øvre_Markevatn,Kraftverk,SFE_PRODUKSJON_AS,984882106,Vestland,46,Askvoll,45,01.01.1938,01.01.1938,5,20.2215,113.8,5,0.278,3,084.5B,84,1938,4
1396,101,Funna,Kraftverk,NTE_ENERGI_AS,988340715,Trøndelag,50,Meråker,34,01.01.1938,14.12.2007,20.6,67.796,336.2,6.5,0.88,3,124.C6A,124,1938,6
1168,213,Kopa,Kraftverk,TUSSA_ENERGI_AS,876795442,Møre_og_Romsdal,15,Volda,77,01.01.1937,01.01.1937,2.6,16.1322,83.3,3.5,0.189,3,094.4D,94,1937,5
1664,438,Tennesvatn,Kraftverk,LOFOTKRAFT_PRODUKSJON_AS,987081414,Nordland,18,Moskenes,74,01.01.1937,01.01.1937,1.5,4.4138,238,0.8,0.521,4,181.4Z,181,1937,9
110,221,Kvernfallet,Kraftverk,HAFSLUND_ECO_VANNKRAFT_AS,976894677,Innlandet,34,Åmot,22,15.11.1936,15.11.1936,1.1,2.2082,18,7.44,0.041,1,002.JBA32,2,1936,1
774,193,Kaldestad,Kraftverk,KVAM_KRAFTVERK_AS,979599684,Vestland,46,Kvam,22,01.01.1936,01.01.1936,6.3,29.5336,596,1.2,1.457,5,052.72Z,52,1936,3
1145,386,Skorge,Kraftverk,SFE_PRODUKSJON_AS,984882106,Vestland,46,Stad,49,01.01.1936,01.01.1936,1.8,6.7634,340,0.69,0.713,3,092.3Z,92,1936,5
1274,1368,Meisal_I,Kraftverk,ISTAD_KRAFT_AS,923253920,Møre_og_Romsdal,15,Molde,6,01.01.1936,01.01.1936,0.9,2,222,0.44,NA,3,109.2Z,109,1936,6
1679,326,Osteren,Kraftverk,TROMS_KRAFT_PRODUKSJON_AS,979152116,Troms_og_Finnmark_Romsa_ja_Finnmárku,54,Senja,21,01.01.1936,01.01.1936,2.5,14.8938,136.89,2.09,0.331,4,195.4A3,195,1936,10
193,1152,Rud_Gårdskraftverk,Kraftverk,NA,NA,Viken,30,Ringerike,7,01.01.1935,01.01.1935,0.09,0.3,25,NA,NA,1,012.DBAZ,12,1935,1
527,320,Oltesvik,Kraftverk,LYSE_KRAFT_DA,925749419,Rogaland,11,Gjesdal,22,01.01.1935,09.11.1995,5,20.0945,37.5,19.69,0.079,2,030.1A,30,1935,2
700,1338,Lundsæter,Kraftverk,SUNNHORDLAND_KRAFTLAG_AS,916435711,Vestland,46,Stord,14,01.01.1934,01.01.1934,0.75,2.3,111.5,0.9,0.231,2,044.3Z,44,1934,3
816,6,Arna,Kraftverk,ARNA_KRAFTSELSKAP_AS,910267299,Vestland,46,Bergen,1,01.01.1934,01.01.1934,2.2,7.5884,61,4.09,0.149,5,061.1A,61,1934,4
1027,47,Brulandsfoss,Kraftverk,EVINY_FORNYBAR_AS,876944642,Vestland,46,Sunnfjord,47,01.07.1934,01.07.1934,12.5,59.3099,20.39,78,0.046,3,084.B,84,1934,4
1181,928,Vartdal,Kraftverk,TUSSA_ENERGI_AS,876795442,Møre_og_Romsdal,15,Ørsta,20,01.01.1934,01.01.1934,0.46,3.3,393.75,0.225,0.568,3,095.3A,95,1934,5
283,121,Grønvollfoss,Kraftverk,SKAGERAK_KRAFT_AS,979563531,Vestfold_og_Telemark,38,Notodden,8,01.01.1933,01.01.1933,33,175.4352,22.6,160,0.057,2,016.F51,16,1933,1
845,914,Vinjadalen,Kraftverk,OPPHEIM_KRAFT_AS,985310920,Vestland,46,Voss,21,01.01.1933,01.01.1933,0.075,0.586,NA,NA,NA,5,062.GA,62,1933,4
275,859,Oterholtfoss,Kraftverk,TELEMARK_ENERGI_PRODUKSJON_AS,963022158,Vestfold_og_Telemark,38,Midt-Telemark,17,01.01.1932,01.01.1932,0.85,5,NA,NA,NA,2,016.CA4,16,1932,1
909,241,Leinafoss,Kraftverk,HAFSLUND_ECO_VANNKRAFT_AS,976894677,Vestland,46,Aurland,41,01.01.1932,09.05.1994,4.8,29.6549,54,10.02,0.133,5,072.2A,72,1932,4
1638,315,Nygård,Kraftverk,NORDKRAFT_MAGASIN_AS,928657213,Nordland,18,Narvik,6,28.06.1932,28.06.1932,25,101.2108,253.89,12.1,0.574,4,174.4Z,174,1932,9
160,114,Gravfoss_I,Kraftverk,GLITRE_ENERGI_PRODUKSJON_AS,979487223,Viken,30,Modum,47,01.10.1931,01.10.1931,18.6,35.0032,19.7,116,0.044,1,012.D1,12,1931,1
