Linjenr,Løpenummer,Navn,Type,Hovedeier,Org_nr__hovedeier,Fylke,Fylkesnr_,Kommune,Kommunenr_,Dato_for_første_utnyttelse_av_fallet,Dato_for_eldste_kraftproduserende_del,Maks_ytelse_.MW.,Midl__årsproduksjon_.ref__1981.2010._.GWh.,Brutto_fallhøyde_.m.,Maksimal_slukeevne_.m3.s.,Energiekvivalent_.kWh.m3.,Elspotområde,Reginenr,Vannregion,Year_start,PZ
1105,803,Neselva,Kraftverk,YTRE_KANDAL_KRAFT_AS,984550510,Vestland,46,Gloppen,50,27.05.2004,27.05.2004,4.9,17.629,132,4.4,0.309,3,087.B120,87,2004,4
1107,807,Sandal_og_Fossheim,Kraftverk,SANDAL_&_FOSSHEIM_KRAFT_AS,985569851,Vestland,46,Gloppen,50,21.04.2004,21.04.2004,2.7,13.3,63,5.4,0.139,3,087.CB2Z,87,2004,4
1151,936,Rovde,Kraftverk,NA,NA,Møre_og_Romsdal,15,Vanylven,11,01.01.2004,01.01.2004,0.05,0.1,NA,NA,NA,3,093.4A1,93,2004,5
1193,840,Skjåstad,Kraftverk,SKJÅSTAD_KRAFTVERK_AS,985964327,Møre_og_Romsdal,15,Volda,77,16.12.2004,16.12.2004,2,6.5,226,1.1,0.505,3,097.2C,97,2004,5
1216,1126,Kilsti,Kraftverk,NA,NA,Møre_og_Romsdal,15,Fjord,78,01.01.2004,01.01.2004,0.015,0.05,NA,NA,NA,3,099.1A,99,2004,5
1231,937,Nøringset,Kraftverk,ENERVA_AS,983515584,Møre_og_Romsdal,15,Sula,31,01.01.2004,01.01.2004,0.2,0.6,NA,NA,NA,3,101.43,101,2004,5
1253,918,Unhjemskraft,Kraftverk,UNHJEMKRAFT_AS,986604014,Møre_og_Romsdal,15,Rauma,39,22.10.2004,22.10.2004,0.9,3.5,370,NA,NA,3,103.4B,103,2004,5
1265,919,Tverå,Kraftverk,TVERÅKRAFT_AS,985927251,Møre_og_Romsdal,15,Rauma,39,01.01.2004,01.01.2004,0.956,4.6,140,NA,NA,3,104.1Z,104,2004,5
1279,1226,Gaudøla,Kraftverk,GAUDALSKRAFT_AS,986015205,Møre_og_Romsdal,15,Sunndal,63,02.12.2004,02.12.2004,2,5,159,1.8,0.309,3,109.4AZ,109,2004,6
1282,879,Jordal,Kraftverk,JORDALSKRAFT_AS,984992807,Møre_og_Romsdal,15,Sunndal,63,01.01.2004,01.01.2004,0.99,4.2,NA,NA,NA,3,109.3Z,109,2004,6
1404,1314,Kvennhusbekken,Kraftverk,NA,NA,Trøndelag,50,Stjørdal,35,01.01.2004,01.01.2004,0.004,0.02,NA,NA,NA,3,124.A2Z,124,2004,6
1409,1119,Vollselva,Kraftverk,NA,NA,Trøndelag,50,Stjørdal,35,01.01.2004,01.01.2004,0.006,0.024,NA,NA,NA,3,124.2A,124,2004,6
1411,1293,Hopla,Kraftverk,NA,NA,Trøndelag,50,Levanger,37,01.01.2004,01.01.2004,0.0095,0.05,NA,NA,NA,3,125.4A,125,2004,6
1510,1108,Høglielva_Kraftverk,Kraftverk,NA,NA,Nordland,18,Vefsn,24,01.01.2004,01.01.2004,0.018,0.072,NA,NA,NA,4,152.BZ,152,2004,8
1517,1109,Sæterstad,Kraftverk,KASTNES_KNUT,970565140,Nordland,18,Hattfjelldal,26,01.01.2004,01.01.2004,0.035,0.128,NA,NA,NA,4,155.D8,155,2004,8
1526,1271,Røssåga_Mikrokraftverk,Kraftverk,NA,NA,Nordland,18,Hemnes,32,01.01.2004,01.01.2004,0.003,0.015,NA,NA,NA,4,155.C1,155,2004,8
1548,1103,Sakrisåga,Kraftverk,STORFORSHEI_NATURKRAFT_AS,985229244,Nordland,18,Rana,33,01.01.2004,01.01.2004,0.96,4,NA,NA,NA,4,156.D2B,156,2004,8
1563,1225,Isvatn,Pumpe,HELGELAND_KRAFT_VANNKRAFT_AS,917424896,Nordland,18,Rana,33,01.01.2004,01.01.2004,-0.1,0,NA,NA,NA,4,157.1B5A,157,2004,8
1581,1161,Kjeldåga,Kraftverk,KJELDÅGA_MINIKRAFTVERK_AS,927375540,Nordland,18,Beiarn,39,26.01.2004,26.01.2004,0.47,1.6,132,0.45,0.29,4,161.F22,161,2004,8
1628,817,Arneselv,Kraftverk,BALLANGEN_UTVIKLING_AS,923093508,Nordland,18,Narvik,6,08.09.2004,08.09.2004,2.4,8,412.8,0.7,0.952,4,173.2Z,173,2004,9
73,1171,Nedre_Kivfallet,Kraftverk,ØVERGAARD_ENERGI_AS,997893905,Innlandet,34,Rendalen,24,05.11.2003,05.11.2003,0.93,4,165,0.7,0.369,1,002.M3,2,2003,1
210,1144,Koparvike,Kraftverk,KOPARVIKE_KRAFT_AS,984867301,Innlandet,34,Sør-Aurdal,49,09.09.2003,09.09.2003,0.5,4.2,5.1,12.7,NA,1,012.J20,12,2003,1
257,1042,Kvennhølet,Kraftverk,NA,NA,Viken,30,Rollag,51,01.01.2003,01.01.2003,0.014,0.06,NA,NA,NA,1,015.G3,15,2003,1
292,1038,Hovuduk,Kraftverk,HOVUDUK_KRAFTVERK_AS,889553782,Vestfold_og_Telemark,38,Seljord,20,01.01.2003,01.01.2003,0.45,1.1,208,0.16,NA,2,016.CBAB,16,2003,1
330,862,Kvåmm,Kraftverk,NA,NA,Vestfold_og_Telemark,38,Vinje,25,01.01.2003,01.01.2003,0.017,0.05,NA,NA,NA,2,016.BG12,16,2003,1
497,1140,Skibeli,Kraftverk,NA,NA,Agder,42,Sirdal,28,01.01.2003,01.01.2003,0.03,0.21,NA,NA,NA,2,026.D1A20,26,2003,1
508,797,Stølskraft,Kraftverk,STØLSKRAFT_AS,984016336,Rogaland,11,Bjerkreim,14,21.03.2003,21.03.2003,1.34,9,106,1.21,0.275,2,027.D6B,27,2003,1
509,798,Vikeså,Kraftverk,VIKESÅ_KRAFTVERK_AS,978657222,Rogaland,11,Bjerkreim,14,06.10.2003,06.10.2003,4.4,16.4,106.8,4.5,0.253,2,027.BZ,27,2003,1
513,996,Svanedal,Kraftverk,DESCONDA_AS,975966798,Rogaland,11,Eigersund,1,01.01.2003,01.01.2003,0.4,1.6,9,5,0.022,2,27.31,27,2003,1
561,1047,Foss,Kraftverk,FOSS_KRAFT_JOHAN_HJORTELAND,985567492,Rogaland,11,Hjelmeland,33,01.01.2003,01.01.2003,0.113,0.7,NA,NA,NA,2,035.6A,35,2003,2
579,890,Rørtveit,Kraftverk,HAUGSLAND_JOHAN,969807866,Rogaland,11,Suldal,34,01.01.2003,01.01.2003,0.07,0.6,NA,NA,NA,2,035.7B4,35,2003,2
584,891,Østerhus,Kraftverk,NA,NA,Rogaland,11,Suldal,34,01.01.2003,01.01.2003,0.018,0.03,NA,NA,NA,2,035.7C,35,2003,2
590,813,Helganes,Kraftverk,HELGANES_KRAFT_AS,927210592,Rogaland,11,Suldal,34,01.01.2003,01.01.2003,3.47,9.243,208,1.8,0.432,2,036.B11,36,2003,2
607,1013,Vanvik,Kraftverk,NA,884171792,Rogaland,11,Suldal,34,01.01.2003,01.01.2003,0.27,1.08,NA,NA,NA,2,36.32,36,2003,2
624,1012,Molla,Kraftverk,NA,NA,Rogaland,11,Sauda,35,01.01.2003,01.01.2003,0.44,1.472,130,NA,NA,2,37.111,37,2003,2
657,1020,Skogkraft,Kraftverk,NA,NA,Rogaland,11,Vindafjord,60,31.12.2003,31.12.2003,0.11,0.45,10,NA,NA,2,39.23,39,2003,2
688,1000,Madalen,Kraftverk,MADALEN_MIKROKRAFTVERK_AS,921140479,Vestland,46,Kvinnherad,17,01.01.2003,01.01.2003,0.12,0.56,NA,NA,NA,2,042.93C,42,2003,3
743,1085,Kaldåni,Kraftverk,MÅKESTAD_LARS,969164213,Vestland,46,Ullensvang,18,01.01.2003,01.01.2003,0.054,0.3,190,0.011,NA,5,48.21,48,2003,3
783,1084,Russagjela,Kraftverk,INGE_ASKELAND,955280334,Vestland,46,Voss,21,01.01.2003,01.01.2003,0.04,0.2,NA,NA,NA,5,052.1B,52,2003,3
796,1093,Flatråker,Kraftverk,NA,NA,Vestland,46,Tysnes,16,01.01.2003,01.01.2003,0.9,3.6,NA,NA,NA,2,054.6B,54,2003,3
936,871,Sværa,Kraftverk,NA,NA,Vestland,46,Luster,44,01.01.2003,01.01.2003,0.019,0.14,NA,NA,NA,5,075.4Z,75,2003,4
1032,949,Hellevang,Kraftverk,NA,NA,Vestland,46,Sunnfjord,47,01.01.2003,01.01.2003,0.176,0.3,NA,NA,NA,3,084.52Z,84,2003,4
1034,1319,Hyelva,Kraftverk,O_DRAGE_AS,984892780,Vestland,46,Sunnfjord,47,01.01.2003,01.01.2003,1.33,4.4,NA,NA,NA,3,084.7B4Z,84,2003,4
1036,951,Jølstraholmen,Kraftverk,NA,NA,Vestland,46,Sunnfjord,47,01.01.2003,01.01.2003,0.144,1.11,NA,NA,NA,3,084.D6,84,2003,4
1120,792,Befring,Kraftverk,BEFRING_KRAFT_AS,984512481,Vestland,46,Sunnfjord,47,07.04.2003,07.04.2003,4.5,21.3,281,1.9,0.658,3,087.E,87,2003,4
1190,800,Riksheimdal,Kraftverk,SYKKYLVEN_ENERGI_AS,979918224,Møre_og_Romsdal,15,Sykkylven,28,19.12.2003,19.12.2003,4.5,18.4788,395,1.3,0.961,3,097.6Z,97,2003,5
1191,795,Vedeld,Kraftverk,TUSSA_ENERGI_AS,876795442,Møre_og_Romsdal,15,Vanylven,11,01.10.2003,01.10.2003,3.9,13.572,133,1.1,0.637,3,097.11Z,97,2003,5
1236,921,Våge,Kraftverk,NA,NA,Møre_og_Romsdal,15,Vestnes,35,01.01.2003,01.01.2003,0.099,0.46,NA,NA,NA,3,102.72Z,102,2003,5
1327,1548,Frilsjøen,Kraftverk,SKARÅA_KRAFT_AS,922913501,Trøndelag,50,Orkland,59,01.01.2003,01.01.2003,0.07,0.45,167,NA,NA,3,121.B2B,121,2003,6
1333,1211,Styggtjønna,Kraftverk,CHR_SALVESEN_&_CHR_THAMS'S_COMMUNICATIONS_AKTIESELSKAB,915640850,Trøndelag,50,Orkland,59,01.01.2003,01.01.2003,0.045,0.24,NA,NA,NA,3,121.B2B,121,2003,6
1435,1219,Vada,Kraftverk,VADAKRAFT_DA,977571278,Trøndelag,50,Steinkjer,6,01.01.2003,01.01.2003,0.35,1.4,127.5,NA,NA,3,129.42,129,2003,6
1468,993,Sørmeland,Kraftverk,NA,NA,Trøndelag,50,Osen,20,01.01.2003,01.01.2003,0.0075,0.02,NA,NA,NA,3,137.2A1,137,2003,6
1490,1274,Ytteråa,Kraftverk,YTTERÅA_KRAFTVERK_AS,980340775,Trøndelag,50,Høylandet,46,01.01.2003,01.01.2003,0.3,1.2,62,0.75,0.111,4,142.31Z,142,2003,7
1513,791,Forsland,Kraftverk,HELGELAND_KRAFT_VANNKRAFT_AS,917424896,Nordland,18,Leirfjord,22,03.03.2003,03.03.2003,7,28.644,80,10,0.19,4,153.2Z,153,2003,8
1578,1160,Arstadfossen,Kraftverk,ARSTADFOSSEN_KRAFTVERK_AS,984735545,Nordland,18,Beiarn,39,01.12.2003,01.12.2003,1,4,NA,NA,NA,4,161.AA0,161,2003,8
65,1162,Austvass,Kraftverk,AUSTVASSKRAFT_AS,983640001,Innlandet,34,Nord-Odal,14,01.01.2002,01.01.2002,0.12,0.192,NA,NA,NA,1,002.EB1A,2,2002,1
320,794,Stegaros,Kraftverk,TINN_ENERGI_OG_FIBER_AS,982173329,Vestfold_og_Telemark,38,Tinn,18,25.11.2002,25.11.2002,2.4,12.2616,37,12,0.056,2,016.G5Z,16,2002,1
364,1034,Juvet,Kraftverk,JUVET_KRAFT_AS,879757762,Vestfold_og_Telemark,38,Fyresdal,23,24.05.2002,24.05.2002,0.45,1.7,NA,NA,NA,2,019.DCAA,19,2002,1
386,1037,Skogbuåna,Kraftverk,SMÅKRAFT_AS,984616155,Vestfold_og_Telemark,38,Nissedal,22,01.01.2002,01.01.2002,0.86,2.5,NA,NA,NA,2,019.E5B,19,2002,1
400,1132,"Haavard_T,_Lien_Mikrokraftverk",Kraftverk,NA,NA,Agder,42,Birkenes,16,01.01.2002,01.01.2002,0.015,0.01,NA,NA,NA,2,020.B21,20,2002,1
502,790,Lindland,Kraftverk,DALANE_KRAFT_AS,982388406,Rogaland,11,Sokndal,11,11.10.2002,11.10.2002,8.1,37.999,106,10,0.248,2,026.4B22,26,2002,1
539,1128,Nedre_Eiane,Kraftverk,NA,NA,Rogaland,11,Sandnes,8,01.01.2002,01.01.2002,0.04,0.094,NA,NA,NA,2,31.11,31,2002,2
599,888,Slagstad,Kraftverk,NÆRHEIM_KJELL_OVE,969817179,Rogaland,11,Suldal,34,01.01.2002,01.01.2002,0.075,0.4,200,NA,NA,2,036.B1AA,36,2002,2
639,789,Tysseland,Kraftverk,TYSSELAND_KRAFTLAG_AS,979749643,Rogaland,11,Suldal,34,01.01.2002,01.01.2002,4.8,24.5,225,2.5,0.522,2,037.5Z,37,2002,2
640,887,Østabø,Kraftverk,ASBJØRN_VANVIK,979492898,Rogaland,11,Suldal,34,01.01.2002,01.01.2002,0.23,0.8,NA,NA,NA,2,037.5BA,37,2002,2
642,1019,Aurdal,Kraftverk,NA,NA,Rogaland,11,Vindafjord,60,01.01.2002,01.01.2002,0.02,0.08,40,NA,NA,2,038.5C,38,2002,2
662,989,Kambe_Kraft,Kraftverk,KAMBE_KRAFT_ANS,982916844,Vestland,46,Etne,11,01.01.2002,01.01.2002,0.05,0.25,NA,NA,NA,2,041.A0,41,2002,3
683,781,Blåfalli_V,Kraftverk,SUNNHORDLAND_KRAFTLAG_AS,916435711,Vestland,46,Kvinnherad,17,01.01.2002,01.01.2002,8.1,26.572,56,17.3,0.13,2,042.F,42,2002,3
847,915,Eimstad,Kraftverk,NA,NA,Vestland,46,Voss,21,01.01.2002,01.01.2002,0.019,0.111,NA,NA,NA,5,6.2E+12,62,2002,4
930,873,Harastølen_I,Kraftverk,SMÅKRAFT_AS,984616155,Vestland,46,Luster,44,01.01.2002,01.01.2002,0.099,0.8,NA,NA,NA,5,075.6A,75,2002,4
931,874,Harastølen_II,Kraftverk,SMÅKRAFT_AS,984616155,Vestland,46,Luster,44,01.01.2002,01.01.2002,0.099,0.8,NA,NA,NA,5,075.6A,75,2002,4
989,950,Storedalen,Kraftverk,STOREDALEN_KRAFTVERK_AS,983103030,Vestland,46,Fjaler,46,01.01.2002,01.01.2008,0.75,2.6,NA,NA,NA,3,082.5C,82,2002,4
1049,787,Ågjølet,Kraftverk,ÅGJØLET_KRAFTVERK_AS,983600514,Vestland,46,Sunnfjord,47,03.12.2002,03.12.2002,1.341,6.5,49,3.2,0.117,3,084.E4Z,84,2002,4
1066,1341,Skolten,Kraftverk,SKOLTEN_KRAFT_AS,982818842,Vestland,46,Kinn,2,01.01.2002,01.01.2002,1.3,3,75,2.2,0.164,3,085.A5A,85,2002,4
1177,1234,Buset,Kraftverk,BUSET_KRAFT_AS,883862732,Møre_og_Romsdal,15,Ørsta,20,05.12.2002,05.12.2002,1.2,4.91,NA,NA,NA,3,095.3BA,95,2002,5
1187,1087,Drivdalselva,Kraftverk,VELLE_KRAFT_AS,983640451,Møre_og_Romsdal,15,Sykkylven,28,01.01.2002,01.01.2002,0.35,1.5,NA,NA,NA,3,097.7C,97,2002,5
1208,782,Juvfossen,Kraftverk,TAFJORD_KRAFTPRODUKSJON_AS,977461898,Møre_og_Romsdal,15,Stranda,25,17.04.2002,17.04.2002,7,25.056,172,4.8,0.405,3,098.3Z,98,2002,5
1356,1024,Fossum_Mølle_og_elektrisitetsverk,Kraftverk,FOSSUM_MØLLE_OG_ELEKTRISITETSVERK_ANS,983943675,Trøndelag,50,Midtre_Gauldal,27,01.01.2002,01.01.2002,0.06,0.35,NA,NA,NA,3,122.BBZ,122,2002,6
1400,1289,Aunbekken,Kraftverk,INGE_KVAAL,988709220,Trøndelag,50,Stjørdal,35,01.01.2002,01.01.2002,0.018,0.1,NA,NA,NA,3,124.C4,124,2002,6
1447,1203,Tømmerdal,Kraftverk,SMÅKRAFT_AS,984616155,Trøndelag,50,Indre_Fosen,54,15.02.2002,15.02.2002,0.99,3.5,NA,NA,NA,3,131.62Z,131,2002,6
1516,1269,Krutvatnet,Kraftverk,NA,NA,Nordland,18,Hattfjelldal,26,01.01.2002,01.01.2002,0.01,0.08,NA,NA,NA,4,155.D7A,155,2002,8
1547,1102,Sagelva_2,Kraftverk,KVANNVATN_KRAFT_AS,882370542,Nordland,18,Rana,33,01.01.2002,01.01.2002,0.435,2.5,85,0.78,NA,4,156.D2A,156,2002,8
1551,1104,Storrøvatnet,Kraftverk,STORRØVATNET_KRAFTVERK_AS,983438687,Nordland,18,Rana,33,01.01.2002,01.01.2002,0.648,4,NA,NA,NA,4,156.CAC,156,2002,8
1566,1301,Husbyelva,Kraftverk,NORDVOLL_ERNST_HENRY,969119773,Nordland,18,Nesna,28,01.01.2002,01.01.2002,0.04,0.2,NA,NA,NA,4,158.52,158,2002,8
1614,1149,"Cermaq_Norway_AS_avd,_Dyping",Kraftverk,CERMAQ_NORWAY_AS,961922976,Nordland,18,Steigen,48,01.01.2002,01.01.2002,0.15,0.9,NA,NA,NA,4,169.52,169,2002,9
77,786,Moelv,Kraftverk,HAFSLUND_ECO_VANNKRAFT_AS,976894677,Innlandet,34,Ringsaker,11,01.01.2001,01.01.2001,1.2,6.288,57,2.5,0.133,1,002.DD1A4,2,2001,1
142,1045,Hulbak,Kraftverk,NA,NA,Viken,30,Hemsedal,42,31.12.2001,31.12.2001,0.048,0.185,NA,NA,NA,5,012.CDBA1,12,2001,1
335,1035,Trollkraft,Kraftverk,TROLLKRAFT_AS,882404102,Vestfold_og_Telemark,38,Vinje,25,01.01.2001,01.01.2001,0.18,0.7,NA,NA,NA,2,016.BEC6,16,2001,1
448,1139,Grislefoss,Kraftverk,SMÅKRAFT_AS,984616155,Agder,42,Lindesnes,5,01.01.2001,01.01.2001,0.72,2.638,NA,NA,NA,2,023.A2A,23,2001,1
522,818,Gilja,Kraftverk,GILJA_KRAFTVERK_AS,881893932,Rogaland,11,Gjesdal,22,01.01.2001,01.01.2001,1.44,7.6,228,0.8,0.521,2,030.2Z,30,2001,2
536,1699,Haukali,Kraftverk,SKRUDSARKRAFT_AS,980023745,Rogaland,11,Sandnes,8,01.01.2001,01.01.2001,1.65,6,331,0.65,0.705,2,031.1B,31,2001,2
558,1052,Grødem,Kraftverk,J_E_EKORNES_AS,980388271,Rogaland,11,Strand,30,01.01.2001,01.01.2001,0.015,0.06,NA,NA,NA,2,33.12,33,2001,2
562,1046,Fossane,Kraftverk,FOSSANE_WIJGERGANGS,922543917,Rogaland,11,Hjelmeland,33,01.01.2001,01.01.2001,0.18,1.3,NA,NA,NA,2,035.3B,35,2001,2
631,785,Svartkulp,Kraftverk,Aktieselskabet_Saudefaldene,915729290,Rogaland,11,Sauda,35,01.11.2001,01.11.2001,3.9,21.567,NA,10.5,0.103,2,037.BD5,37,2001,2
655,1021,Sajå,Kraftverk,SAJÅ_KRAFT_AS,979894791,Rogaland,11,Tysvær,46,31.12.2001,31.12.2001,0.112,0.35,NA,NA,NA,2,39.22,39,2001,2
697,1097,Rimbareid,Kraftverk,FITJAR_KRAFTLAG_SA,971028548,Vestland,46,Fitjar,15,01.01.2001,01.01.2001,1,3.6,210,0.34,NA,2,44.6,44,2001,3
757,1258,Tyssehøl,Pumpe,STATKRAFT_ENERGI_AS,987059729,Vestland,46,Ullensvang,18,01.01.2001,01.01.2001,-0.5,0,40,1,NA,2,049.C2,49,2001,3
934,351,Sage,Kraftverk,LUSTER_ENERGIVERK_AS,933297292,Vestland,46,Luster,44,01.01.2001,01.01.2001,8.9,44.0725,340,3,0.824,5,075.5B,75,2001,4
940,870,Marifjøra,Kraftverk,NA,NA,Vestland,46,Luster,44,01.01.2001,01.01.2001,0.09,0.32,NA,NA,NA,5,076.2Z,76,2001,4
1012,948,Årteigelva,Kraftverk,HESTAD_KARSTEN,969630613,Vestland,46,Sunnfjord,47,01.01.2001,01.01.2001,0.1303,0.5,NA,NA,NA,3,083.C31,83,2001,4
1030,820,Furebø,Kraftverk,FURA_KRAFT_AS,881916002,Vestland,46,Sunnfjord,47,15.01.2001,15.01.2001,1.08,5.2,205,0.64,0.477,3,084.AZ,84,2001,4
1050,784,Åsedøla,Kraftverk,ÅSEDØLA_KRAFT_AS,982897939,Vestland,46,Sunnfjord,47,08.12.2001,08.12.2001,1.49,5.7035,NA,2.1,0.198,3,084.7AZ,84,2001,4
1126,788,Veiteberg,Kraftverk,VEITEBERG_KRAFTVERK_AS,981933281,Vestland,46,Sunnfjord,47,13.06.2001,13.06.2001,2.07,6.9479,169,1.36,0.403,3,087.E,87,2001,4
1129,957,Glomnes,Kraftverk,GLOMNES_KRAFT_AS,982669073,Vestland,46,Stryn,51,01.01.2001,01.01.2001,0.349,1.8,NA,NA,NA,3,088.B2Z,88,2001,4
1135,1283,Fagerelva,Kraftverk,NA,NA,Vestland,46,Stad,49,01.01.2001,01.01.2001,0.035,0.1,NA,NA,NA,3,89.41,89,2001,4
1213,783,Stadheim,Kraftverk,TAFJORD_KRAFTPRODUKSJON_AS,977461898,Møre_og_Romsdal,15,Stranda,25,29.11.2001,29.11.2001,4.53,25.578,64.25,8,0.157,3,098.6Z,98,2001,5
1250,922,Rødstøl,Kraftverk,NA,NA,Møre_og_Romsdal,15,Rauma,39,01.01.2001,01.01.2001,0.07,0.35,NA,NA,NA,3,103.B0,103,2001,5
1251,926,Sandneselva,Kraftverk,NA,NA,Møre_og_Romsdal,15,Rauma,39,01.01.2001,01.01.2001,0.012,0.066,NA,NA,NA,3,103.64,103,2001,5
1255,920,Vikdalskraft,Kraftverk,VIKDALSKRAFT_AS,980955141,Møre_og_Romsdal,15,Rauma,39,10.05.2001,10.05.2001,1.1,4.5,NA,NA,NA,3,103.22Z,103,2001,5
1453,1072,Gåslonelva,Kraftverk,GÅSLUNELVA_KRAFTVERK_AS,881920182,Trøndelag,50,Indre_Fosen,54,01.01.2001,01.01.2001,0.56,2,NA,NA,NA,3,133.2C1,133,2001,6
1457,1328,Breivold,Kraftverk,BREIVOLD_ENERGI_AS,981412001,Trøndelag,50,Åfjord,58,01.01.2001,01.01.2001,1,4.8,NA,NA,NA,3,135.3C0,135,2001,6
1458,992,Hårstadbekken,Kraftverk,NA,NA,Trøndelag,50,Åfjord,58,01.01.2001,01.01.2001,0.005,0.015,NA,NA,NA,3,135.D21,135,2001,6
1509,808,Andåsfossen,Kraftverk,HELGELAND_KRAFT_VANNKRAFT_AS,917424896,Nordland,18,Vefsn,24,14.02.2001,14.02.2001,2,6.6495,NA,4.7,0.118,4,151.A21A1,151,2001,8
1546,1101,Sagelva_1,Kraftverk,KVANNVATN_KRAFT_AS,882370542,Nordland,18,Rana,33,01.01.2001,01.01.2001,0.555,3.1,150,0.57,NA,4,156.D2A,156,2001,8
1722,1095,Djupvika,Kraftverk,NA,NA,Troms_og_Finnmark_Romsa_ja_Finnmárku,54,Alta,3,01.01.2001,01.01.2001,0.038,0.2,NA,NA,NA,4,213.11,213,2001,12
115,1166,Bjørnebykverna,Kraftverk,SOLØR_MILJØ_KRAFT_AS,894678852,Innlandet,34,Åsnes,18,01.01.2000,01.01.2000,0.09,0.45,8,NA,NA,1,002.H1A0,2,2000,1
116,1163,Hofkvern,Kraftverk,HOFKVERN_KRAFTVERK_AS,980684970,Innlandet,34,Åsnes,18,01.01.2000,01.01.2000,0.06,0.27,NA,NA,NA,1,002.G6A,2,2000,1
206,777,Eid,Kraftverk,HAFSLUND_ECO_VANNKRAFT_AS,976894677,Innlandet,34,Sør-Aurdal,49,07.07.2000,07.07.2000,9.6,55.4174,12.5,85,0.031,1,012.H51,12,2000,1
368,1032,Rui,Kraftverk,RUI_KRAFTVERK_AS,980953920,Vestfold_og_Telemark,38,Fyresdal,23,01.01.2000,01.01.2000,0.4,1.8,NA,NA,NA,2,019.H2Z,19,2000,1
371,1261,Søråi_(Momrak),Kraftverk,NA,NA,Vestfold_og_Telemark,38,Fyresdal,23,01.01.2000,01.01.2000,0.035,0.1,NA,NA,NA,2,019.DB1,19,2000,1
384,1033,Naurak,Kraftverk,NAURAK_KRAFTVERK_AS,920987958,Vestfold_og_Telemark,38,Nissedal,22,01.11.2000,01.11.2000,0.445,1.5,NA,NA,NA,2,019.F211,19,2000,1
404,1287,Hundtjønnsbekken,Kraftverk,NA,NA,Agder,42,Froland,14,01.01.2000,01.01.2000,0.012,0.1,NA,NA,NA,2,020.BB1,20,2000,1
439,1130,Sjølingstad_Uldvarefabrikk,Kraftverk,AS_SJØLINGSTAD_ULDVAREFABRIK,915873537,Agder,42,Lindesnes,5,01.01.2000,01.01.2000,0.065,0.063,NA,NA,NA,2,022.4B,22,2000,1
457,1136,Eftestøl,Kraftverk,EFTESTØL_Ole_Tom,969095335,Agder,42,Kvinesdal,27,01.01.2000,01.01.2000,0.4,1.312,NA,NA,NA,2,025.AC4Z,25,2000,1
461,1277,Leidesfossen,Kraftverk,EFTESTØL_Ole_Tom,969095335,Agder,42,Kvinesdal,27,01.01.2000,01.01.2000,0.3,1.2,NA,NA,NA,2,025.AC,25,2000,1
506,999,Nedrebø,Kraftverk,NA,NA,Rogaland,11,Bjerkreim,14,01.01.2000,01.01.2000,0.1,0.3,NA,NA,NA,2,027.D4,27,2000,1
519,819,Brekkestøl,Kraftverk,BREKKESTØL_KRAFTVERK_AS,880556142,Rogaland,11,Gjesdal,22,01.01.2000,01.01.2000,1.44,9.15,309,0.586,0.706,2,030.2Z,30,2000,2
586,1014,Drarvik,Kraftverk,NA,NA,Rogaland,11,Suldal,34,01.01.2000,01.01.2000,0.022,0.093,NA,NA,NA,2,36.32,36,2000,2
592,886,Kalsabø,Kraftverk,TORSTEIN_MIKAL_BRATLAND,980139131,Rogaland,11,Suldal,34,01.01.2000,01.01.2000,0.09,0.6,NA,NA,NA,2,036.D1,36,2000,2
647,1017,Nordbekken,Kraftverk,NA,NA,Rogaland,11,Vindafjord,60,01.01.2000,01.01.2000,0.025,0.1,NA,NA,NA,2,038.2Z,38,2000,2
689,779,Staffi,Kraftverk,SUNNHORDLAND_KRAFTLAG_AS,916435711,Vestland,46,Kvinnherad,17,01.01.2000,01.01.2000,3.8,16.4076,214,2,0.528,2,042.C,42,2000,3
701,894,Mehammer_Mikrokraftverk_I,Kraftverk,NA,NA,Vestland,46,Stord,14,01.01.2000,01.01.2000,0.012,0.021,140,NA,NA,2,44.13,44,2000,3
705,1003,Fosseelvo_Mikrokraftverk,Kraftverk,NA,NA,Vestland,46,Kvinnherad,17,01.01.2000,01.01.2000,0.011,0.05,NA,NA,NA,2,45.1,45,2000,3
717,1002,Vollakvernfallet,Kraftverk,VOLLAKVERNFALLET_AS,960760778,Vestland,46,Kvinnherad,17,01.01.2000,01.01.2000,0.15,1.2,NA,NA,NA,2,045.4AA,45,2000,3
782,1086,Medås,Kraftverk,NA,NA,Vestland,46,Voss,21,01.01.2000,01.01.2000,0.02,0.13,NA,NA,NA,5,052.1B,52,2000,3
803,978,Grasdalen,Kraftverk,KRAFTKAMERATANE_AS,980392775,Vestland,46,Samnanger,23,01.01.2000,01.01.2000,0.642,2.34,86,0.92,0.194,5,55.53,55,2000,3
859,1216,Nipo,Kraftverk,BOTNAKRAFT_AS,921676786,Vestland,46,Alver,31,01.01.2000,01.01.2000,0.95,3.8,NA,NA,NA,5,064.4Z,64,2000,4
861,1148,Grønhaug,Kraftverk,GRØNHAUG_KRAFTVERK_A/S,881066882,Vestland,46,Modalen,29,01.01.2000,01.01.2000,1,5.7,NA,NA,NA,5,64.2,64,2000,4
